"Datum";"Pocet.potvrdenych.PCR.testami";"Dennych.PCR.testov";"Dennych.PCR.prirastkov";"Pocet.umrti";"AgTests";"AgPosit";"Pocet.hospitalizovanych"
2020-03-06;1;378;1;0;NA;NA;1
2020-03-07;3;66;2;0;NA;NA;2
2020-03-08;5;76;2;0;NA;NA;5
2020-03-09;7;69;2;0;NA;NA;5
2020-03-10;7;111;0;0;NA;NA;7
2020-03-11;10;97;3;0;NA;NA;7
2020-03-12;21;95;11;0;NA;NA;8
2020-03-13;32;58;11;0;NA;NA;11
2020-03-14;44;197;12;0;NA;NA;14
2020-03-15;61;289;17;0;NA;NA;21
2020-03-16;72;159;11;0;NA;NA;26
2020-03-17;96;318;24;0;NA;NA;25
2020-03-18;104;225;8;0;NA;NA;26
2020-03-19;123;301;19;0;NA;NA;26
2020-03-20;137;368;14;0;NA;NA;27
2020-03-21;178;440;41;0;NA;NA;29
2020-03-22;185;242;7;0;NA;NA;36
2020-03-23;204;451;19;0;NA;NA;31
2020-03-24;216;476;12;0;NA;NA;28
2020-03-25;226;335;10;0;NA;NA;27
2020-03-26;269;913;43;0;NA;NA;26
2020-03-27;292;747;23;0;NA;NA;33
2020-03-28;314;720;22;0;NA;NA;34
2020-03-29;336;401;22;0;NA;NA;35
2020-03-30;363;688;27;1;NA;NA;33
2020-03-31;400;877;37;1;NA;NA;31
2020-04-01;426;1191;26;1;NA;NA;34
2020-04-02;450;1454;24;1;NA;NA;39
2020-04-03;471;1889;21;1;NA;NA;35
2020-04-04;485;1524;14;1;NA;NA;38
2020-04-05;534;1036;49;2;NA;NA;37
2020-04-06;581;1448;47;2;NA;NA;38
2020-04-07;682;2042;101;2;NA;NA;43
2020-04-08;701;1690;19;2;NA;NA;43
2020-04-09;715;2301;14;2;NA;NA;44
2020-04-10;728;2174;13;2;NA;NA;47
2020-04-11;742;1580;14;2;NA;NA;50
2020-04-12;769;1324;27;2;NA;NA;52
2020-04-13;835;1302;66;2;NA;NA;58
2020-04-14;863;1439;28;6;NA;NA;60
2020-04-15;977;2967;114;8;NA;NA;62
2020-04-16;1049;3351;72;9;NA;NA;65
2020-04-17;1089;3144;40;11;NA;NA;65
2020-04-18;1161;3323;72;12;NA;NA;65
2020-04-19;1173;2458;12;13;NA;NA;67
2020-04-20;1199;2694;26;14;NA;NA;60
2020-04-21;1244;3468;45;14;NA;NA;58
2020-04-22;1325;4525;81;15;NA;NA;55
2020-04-23;1360;3840;35;17;NA;NA;60
2020-04-24;1373;4828;13;17;NA;NA;54
2020-04-25;1379;4839;6;18;NA;NA;51
2020-04-26;1381;3171;2;18;NA;NA;52
2020-04-27;1384;1767;3;20;NA;NA;50
2020-04-28;1391;5472;7;21;NA;NA;43
2020-04-29;1396;4584;5;23;NA;NA;42
2020-04-30;1403;5150;7;23;NA;NA;38
2020-05-01;1407;3698;4;24;NA;NA;36
2020-05-02;1408;1450;1;24;NA;NA;37
2020-05-03;1413;1584;5;25;NA;NA;35
2020-05-04;1421;2060;8;25;NA;NA;31
2020-05-05;1429;4742;8;25;NA;NA;29
2020-05-06;1445;5161;16;26;NA;NA;24
2020-05-07;1455;4694;10;26;NA;NA;24
2020-05-08;1455;3910;0;26;NA;NA;21
2020-05-09;1457;1488;2;26;NA;NA;21
2020-05-10;1457;786;0;26;NA;NA;21
2020-05-11;1465;2063;8;27;NA;NA;19
2020-05-12;1469;4326;4;27;NA;NA;17
2020-05-13;1477;4876;8;27;NA;NA;16
2020-05-14;1480;3992;3;27;NA;NA;17
2020-05-15;1493;4084;13;28;NA;NA;15
2020-05-16;1494;2476;1;28;NA;NA;16
2020-05-17;1495;971;1;28;NA;NA;17
