"";"datum";"district";"region";"covid";"pocet"
"993";2021-01-24;"Sabinov";"Prešovský";"non_covid";13
"994";2021-01-24;"Senec";"Bratislavský";"covid";5
"995";2021-01-24;"Senec";"Bratislavský";"non_covid";24
"996";2021-01-24;"Senica";"Trnavský";"covid";2
"997";2021-01-24;"Senica";"Trnavský";"non_covid";13
"998";2021-01-24;"Skalica";"Trnavský";"non_covid";4
"999";2021-01-24;"Snina";"Prešovský";"non_covid";9
"1000";2021-01-24;"Sobrance";"Košický";"non_covid";10
"1001";2021-01-24;"Spišská Nová Ves";"Košický";"covid";5
"1002";2021-01-24;"Spišská Nová Ves";"Košický";"non_covid";18
"1003";2021-01-24;"Stará Ľubovňa";"Prešovský";"covid";2
"1004";2021-01-24;"Stará Ľubovňa";"Prešovský";"non_covid";16
"1005";2021-01-24;"Stropkov";"Prešovský";"covid";1
"1006";2021-01-24;"Stropkov";"Prešovský";"non_covid";4
"1007";2021-01-24;"Svidník";"Prešovský";"non_covid";7
"1008";2021-01-24;"Šaľa";"Nitriansky";"covid";3
"1009";2021-01-24;"Šaľa";"Nitriansky";"non_covid";11
"1010";2021-01-24;"Topoľčany";"Nitriansky";"covid";11
"1011";2021-01-24;"Topoľčany";"Nitriansky";"non_covid";9
"1012";2021-01-24;"Trebišov";"Košický";"covid";9
"1013";2021-01-24;"Trebišov";"Košický";"non_covid";30
"1014";2021-01-24;"Trenčín";"Trenčiansky";"covid";2
"1015";2021-01-24;"Trenčín";"Trenčiansky";"non_covid";14
"1016";2021-01-24;"Trnava";"Trnavský";"covid";12
"1017";2021-01-24;"Trnava";"Trnavský";"non_covid";37
"1018";2021-01-24;"Turčianske Teplice";"Žilinský";"non_covid";3
"1019";2021-01-24;"Tvrdošín";"Žilinský";"covid";1
"1020";2021-01-24;"Tvrdošín";"Žilinský";"non_covid";6
"1021";2021-01-24;"Veľký Krtíš";"Banskobystrický";"non_covid";8
"1022";2021-01-24;"Vranov nad Topľou";"Prešovský";"non_covid";17
"1023";2021-01-24;"Zlaté Moravce";"Nitriansky";"covid";4
"1024";2021-01-24;"Zlaté Moravce";"Nitriansky";"non_covid";6
"1025";2021-01-24;"Zvolen";"Banskobystrický";"non_covid";11
"1026";2021-01-24;"Žarnovica";"Banskobystrický";"covid";2
"1027";2021-01-24;"Žarnovica";"Banskobystrický";"non_covid";5
"1028";2021-01-24;"Žiar nad Hronom";"Banskobystrický";"covid";3
"1029";2021-01-24;"Žiar nad Hronom";"Banskobystrický";"non_covid";6
"1030";2021-01-24;"Žilina";"Žilinský";"covid";3
"1031";2021-01-24;"Žilina";"Žilinský";"non_covid";26
"1032";2021-01-24;NA;NA;"covid";17
"1033";2021-01-24;NA;NA;"non_covid";53
